,Price,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags,Engine volume int,Turbo
16344,39797,640,FORD,2013,Sedan,0,Petrol,58901,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16346,23521,0,CHEVROLET,2012,Hatchback,1,Plug-in Hybrid,112101,4.0,Automatic,Front,04-May,0,10,1.4,0.0
16349,5331,1288,CHEVROLET,2007,Jeep,0,Diesel,48529,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16350,862,784,HONDA,2017,Sedan,0,Petrol,0,4.0,Automatic,Front,04-May,0,12,1.5,0.0
16351,36228,640,HYUNDAI,2013,Jeep,0,Diesel,174144,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16352,12544,1408,FORD,2007,Microbus,1,Diesel,100000,4.0,Manual,Front,04-May,0,4,2.2,1.0
16353,52959,1017,HYUNDAI,2017,Sedan,0,Petrol,13941,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16355,11500,0,NISSAN,2005,Jeep,0,LPG,142000,4.0,Automatic,4x4,>5,1,0,2.0,0.0
16356,40092,831,SSANGYONG,2017,Jeep,0,Diesel,52516,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16359,6272,640,FORD,2013,Sedan,1,Hybrid,178000,4.0,Tiptronic,Front,04-May,0,10,2.0,0.0
16360,18817,586,MERCEDES-BENZ,2012,Sedan,0,Petrol,89500,4.0,Automatic,Rear,04-May,0,12,1.8,1.0
16361,14700,0,TOYOTA,2011,Sedan,1,Petrol,150000,4.0,Variator,Rear,04-May,0,10,1.8,0.0
16362,10820,1266,TOYOTA,2014,Sedan,1,Hybrid,102000,4.0,Automatic,Front,04-May,1,2,1.5,0.0
16363,549,751,HYUNDAI,2013,Sedan,0,Petrol,166774,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16364,627,900,CHEVROLET,2015,Jeep,0,Petrol,78926,4.0,Automatic,4x4,04-May,0,12,2.4,0.0
16365,17249,0,VOLKSWAGEN,2015,Sedan,0,Petrol,99000,4.0,Tiptronic,Front,04-May,0,9,1.8,1.0
16366,13485,0,TOYOTA,2010,Sedan,1,Hybrid,123000,4.0,Manual,Rear,02-Mar,0,4,2.5,0.0
16367,15053,475,FIAT,2012,Coupe,0,Petrol,90000,4.0,Tiptronic,Front,04-May,0,6,1.4,0.0
16368,3920,1104,BMW,2015,Jeep,0,Diesel,201056,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16369,25716,1017,VOLKSWAGEN,2017,Sedan,0,Petrol,131200,4.0,Tiptronic,Front,04-May,0,10,2.0,1.0
16371,24327,640,SSANGYONG,2013,Jeep,0,Diesel,76788,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16372,6586,1325,BUICK,2019,Sedan,0,Petrol,10392,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16373,6586,1282,KIA,2007,Jeep,0,Diesel,78880,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16374,22715,503,TOYOTA,2012,Hatchback,0,Petrol,45000,4.0,Automatic,Front,04-May,0,4,1.5,0.0
16376,5225,247,HONDA,2014,Universal,0,Hybrid,193895,4.0,Automatic,Front,04-May,0,4,1.3,0.0
16377,20385,0,LEXUS,2008,Sedan,0,Petrol,162300,6.0,Tiptronic,Rear,04-May,0,10,2.5,0.0
16378,470,1091,TOYOTA,2016,Sedan,0,Petrol,154314,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16380,19416,707,HYUNDAI,2011,Sedan,0,Petrol,175221,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16383,20385,0,HYUNDAI,2011,Sedan,0,Hybrid,104000,4.0,Automatic,Front,04-May,0,10,2.4,0.0
16385,19130,1292,MERCEDES-BENZ,2016,Jeep,0,Petrol,62938,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
16386,24029,1058,FORD,2012,Sedan,0,Petrol,101315,4.0,Automatic,Front,04-May,0,4,3.5,0.0
16388,15681,0,MERCEDES-BENZ,2003,Sedan,0,Petrol,222000,6.0,Tiptronic,Rear,04-May,0,14,3.2,0.0
16389,55343,1079,HYUNDAI,2018,Sedan,0,Petrol,42563,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16390,53314,891,CHEVROLET,2016,Coupe,1,Petrol,32000,4.0,Tiptronic,Rear,02-Mar,0,10,2.0,1.0
16393,13485,0,NISSAN,2005,Jeep,0,Petrol,179000,4.0,Automatic,4x4,04-May,1,1,2.0,0.0
16395,3293,640,AUDI,2013,Sedan,0,Petrol,151469,4.0,Automatic,4x4,04-May,0,12,2.0,0.0
16398,19287,640,FORD,2013,Sedan,1,Hybrid,97000,4.0,Variator,Front,04-May,0,12,2.0,0.0
16399,51746,1055,MERCEDES-BENZ,2013,Sedan,0,Petrol,121600,8.0,Automatic,Rear,04-May,0,10,3.5,0.0
16400,6125,1282,CHEVROLET,2007,Jeep,0,Diesel,75152,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16401,4500,0,OPEL,1997,Hatchback,1,Petrol,13425,4.0,Manual,Front,04-May,0,4,1.8,0.0
16402,1490,1399,MERCEDES-BENZ,2010,Sedan,0,Petrol,249734,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
16403,10976,988,TOYOTA,2007,Hatchback,1,Petrol,90000,4.0,Variator,Front,>5,0,8,1.5,0.0
16404,27911,1327,TOYOTA,2018,Sedan,0,Petrol,28784,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16405,4500,0,SUBARU,2004,Sedan,1,Petrol,11111,4.0,Automatic,4x4,04-May,1,6,2.0,0.0
16406,470,333,SUBARU,2014,Jeep,0,Hybrid,131872,4.0,Automatic,4x4,04-May,0,0,2.0,0.0
16407,7527,0,NISSAN,2007,Sedan,1,Petrol,160000,4.0,Variator,Front,04-May,1,0,1.5,0.0
16408,12231,836,HYUNDAI,2010,Jeep,0,Diesel,68876,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16409,14113,777,FORD,2014,Sedan,1,Petrol,134000,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16412,11917,0,TOYOTA,2012,Hatchback,1,Hybrid,155000,4.0,Variator,Front,04-May,1,4,1.3,0.0
16413,15524,781,CHEVROLET,2018,Sedan,1,Petrol,21786,4.0,Automatic,Front,04-May,0,8,1.4,1.0
16414,13172,585,TOYOTA,2013,Hatchback,1,Hybrid,180000,4.0,Tiptronic,Front,04-May,0,8,1.8,0.0
16415,12544,642,FORD,2012,Sedan,1,Petrol,139010,4.0,Automatic,Front,04-May,0,0,2.0,0.0
16417,6586,364,CHEVROLET,2012,Hatchback,0,Petrol,40079,4.0,Automatic,Front,04-May,0,4,1.0,0.0
16418,12500,645,FORD,2011,Goods wagon,1,Diesel,180000,4.0,Manual,Front,02-Mar,0,2,1.8,1.0
16419,7840,0,MERCEDES-BENZ,1997,Sedan,1,Petrol,305125,4.0,Manual,Rear,04-May,0,4,2.0,0.0
16422,20385,0,VOLKSWAGEN,2013,Sedan,0,Petrol,159978,4.0,Tiptronic,Front,04-May,0,8,1.8,1.0
16423,11604,0,TOYOTA,2013,Hatchback,0,Hybrid,118000,4.0,Variator,Front,04-May,1,4,1.5,0.0
16427,22357,642,CHEVROLET,2012,Jeep,0,Diesel,132863,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16428,24775,0,MERCEDES-BENZ,2008,Sedan,0,Petrol,163000,6.0,Tiptronic,Rear,04-May,0,8,3.5,0.0
16429,15000,0,VOLKSWAGEN,2012,Sedan,1,LPG,130000,4.0,Automatic,Front,04-May,0,8,2.0,0.0
16430,32973,1086,JEEP,2012,Jeep,0,Petrol,175788,4.0,Automatic,Front,04-May,0,4,3.6,0.0
16431,3920,1104,BMW,2015,Jeep,0,Diesel,201056,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
16434,21639,0,MERCEDES-BENZ,2010,Sedan,1,Diesel,310000,4.0,Manual,Rear,04-May,0,10,2.2,1.0
16435,50018,640,HYUNDAI,2013,Jeep,0,Diesel,128197,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16436,12231,474,CHEVROLET,2013,Sedan,1,Petrol,112000,4.0,Tiptronic,Front,04-May,0,12,1.4,0.0
16437,27463,1091,HYUNDAI,2016,Universal,0,Diesel,203073,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16439,13172,753,HYUNDAI,2012,Sedan,1,Hybrid,125000,4.0,Variator,Front,04-May,0,10,2.4,0.0
16443,9095,0,VOLKSWAGEN,2003,Goods wagon,1,LPG,220000,4.0,Manual,Front,02-Mar,0,4,1.4,0.0
16445,23521,0,TOYOTA,2012,Hatchback,0,Hybrid,107000,4.0,Automatic,Front,04-May,0,10,1.8,0.0
16446,18817,0,TOYOTA,2014,Hatchback,1,Hybrid,63000,4.0,Variator,Front,04-May,0,12,1.5,0.0
16447,5645,1308,BMW,2012,Jeep,0,Petrol,123622,8.0,Automatic,4x4,04-May,0,12,4.4,0.0
16449,11604,0,OPEL,2008,Jeep,1,Diesel,1373,4.0,Manual,Front,04-May,0,4,1.3,0.0
16450,48403,971,HYUNDAI,2016,Jeep,0,Diesel,125629,4.0,Automatic,Front,04-May,0,4,2.2,0.0
16451,68053,0,TOYOTA,2018,Sedan,0,Petrol,40000,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
16452,24571,640,CHEVROLET,2013,Jeep,0,Diesel,153000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16453,11604,0,HONDA,2012,Hatchback,0,Petrol,145000,4.0,Variator,Front,04-May,1,4,1.3,0.0
16454,20385,0,BMW,2007,Coupe,0,Petrol,130000,6.0,Manual,Rear,02-Mar,1,8,3.5,1.0
16455,12544,862,FORD,2011,Sedan,0,Hybrid,82603,4.0,Automatic,Front,04-May,0,0,2.5,0.0
16456,11300,988,TOYOTA,2007,Sedan,1,Hybrid,150000,4.0,Automatic,Front,04-May,0,12,1.5,0.0
16457,36065,0,HYUNDAI,2017,Jeep,1,Petrol,36800,4.0,Tiptronic,Front,04-May,0,8,2.0,0.0
16458,4234,900,CHRYSLER,2015,Sedan,0,Petrol,0,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16459,7527,1345,KIA,2008,Jeep,0,Diesel,74367,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16461,22260,639,CHEVROLET,2014,Sedan,0,Petrol,120000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16462,9252,0,HONDA,2007,Hatchback,1,Petrol,146500,4.0,Manual,Front,04-May,1,2,1.5,0.0
16465,9408,0,TOYOTA,2006,Hatchback,0,Hybrid,320000,4.0,Tiptronic,Front,04-May,0,6,1.5,0.0
16466,25716,0,AUDI,2012,Jeep,0,Petrol,100000,6.0,Tiptronic,4x4,04-May,0,8,3.2,0.0
16467,6899,0,MERCEDES-BENZ,1998,Sedan,0,Petrol,0,4.0,Automatic,Rear,04-May,0,4,2.0,0.0
16468,1019,586,HYUNDAI,2012,Sedan,0,Petrol,240560,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16470,10000,1266,TOYOTA,2014,Hatchback,1,Hybrid,98000,4.0,Automatic,Front,04-May,1,2,1.5,0.0
16472,17249,475,CHEVROLET,2012,Sedan,0,Petrol,122000,4.0,Tiptronic,Front,04-May,0,6,1.4,1.0
16473,14426,639,HYUNDAI,2014,Sedan,0,Petrol,60800,4.0,Automatic,Front,04-May,0,8,2.0,1.0
16474,29793,0,TOYOTA,2004,Microbus,1,Diesel,371500,4.0,Manual,4x4,04-May,0,2,2.2,1.0
16475,17876,779,VOLKSWAGEN,2013,Sedan,0,Petrol,106293,6.0,Tiptronic,Front,04-May,0,12,2.5,0.0
16478,6586,690,HONDA,2016,Hatchback,0,Petrol,0,4.0,Automatic,Front,04-May,0,12,1.5,0.0
16479,11917,530,FORD,2013,Sedan,0,Petrol,62000,4.0,Tiptronic,Front,04-May,0,6,1.6,0.0
16480,29166,639,AUDI,2014,Jeep,0,Petrol,71000,4.0,Automatic,4x4,04-May,0,12,2.0,1.0
16481,627,919,AUDI,2012,Sedan,0,Petrol,168176,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16482,16308,738,CHEVROLET,2017,Sedan,1,Petrol,31109,4.0,Automatic,Front,04-May,0,8,1.4,1.0
16483,18503,0,BMW,2005,Jeep,0,Petrol,270000,6.0,Tiptronic,4x4,04-May,0,10,3.0,0.0
16485,2117,919,MERCEDES-BENZ,2012,Sedan,0,Diesel,171221,6.0,Automatic,Rear,04-May,0,12,3.0,0.0
16487,8781,0,LEXUS,2000,Jeep,0,Petrol,230000,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
16489,392,917,BMW,2013,Jeep,0,Petrol,160813,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16495,28000,0,HYUNDAI,2012,Minivan,1,Diesel,196000,4.0,Manual,Rear,04-May,0,2,2.5,1.0
16498,16308,562,CHEVROLET,2015,Sedan,0,Petrol,104000,4.0,Tiptronic,Front,04-May,0,10,1.4,1.0
16499,7840,0,NISSAN,2005,Hatchback,0,Petrol,199000,4.0,Automatic,Front,04-May,1,8,1.5,0.0
16500,12231,531,FORD,2012,Sedan,1,Petrol,82000,4.0,Tiptronic,Front,04-May,0,4,1.6,1.0
16502,1176,1077,HYUNDAI,2019,Sedan,0,Petrol,16013,4.0,Automatic,Front,04-May,0,12,2.0,0.0
16503,42218,1017,HYUNDAI,2017,Jeep,0,Diesel,89736,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16504,18973,836,HYUNDAI,2010,Sedan,0,Petrol,123648,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16505,46728,0,MERCEDES-BENZ,2014,Sedan,0,Petrol,77000,4.0,Tiptronic,Front,04-May,0,8,2.0,1.0
16506,2352,1091,TOYOTA,2016,Sedan,0,Petrol,78920,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16508,28821,749,JEEP,2014,Jeep,0,Petrol,79197,4.0,Automatic,Front,04-May,0,4,2.4,0.0
16509,24775,919,MERCEDES-BENZ,2012,Jeep,0,Diesel,255114,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16510,43905,0,MERCEDES-BENZ,2010,Minivan,1,Diesel,178000,4.0,Manual,Rear,04-May,0,8,2.2,1.0
16511,8781,584,HYUNDAI,2014,Sedan,0,Petrol,60000,4.0,Tiptronic,Front,04-May,0,10,1.8,0.0
16513,5645,0,OPEL,2001,Sedan,1,CNG,255100,4.0,Automatic,Front,04-May,0,2,2.2,0.0
16518,33741,777,HYUNDAI,2014,Minivan,0,Diesel,106200,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16520,4077,919,BMW,2012,Jeep,0,Diesel,274098,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
16521,50196,891,HYUNDAI,2016,Jeep,0,Diesel,117618,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16522,23521,900,HYUNDAI,2015,Sedan,0,Petrol,91200,4.0,Tiptronic,Front,04-May,0,6,2.4,0.0
16523,12701,420,KIA,2019,Jeep,0,Hybrid,429,4.0,Automatic,Front,04-May,0,12,1.6,0.0
16524,1803,1277,HYUNDAI,2018,Sedan,0,Petrol,11314,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16526,19924,640,HYUNDAI,2013,Jeep,0,Diesel,41204,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16527,6586,1286,KIA,2007,Jeep,0,Diesel,63488,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16530,29166,0,HONDA,2016,Sedan,1,Petrol,44821,4.0,Manual,Front,04-May,0,6,2.0,0.0
16531,38217,639,CHEVROLET,2014,Jeep,0,Diesel,48450,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16532,14426,585,HYUNDAI,2013,Sedan,1,Petrol,80000,4.0,Automatic,Front,04-May,0,6,1.8,0.0
16533,18826,530,HYUNDAI,2013,Sedan,0,Petrol,167137,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16534,19943,642,HYUNDAI,2012,Jeep,0,Diesel,102156,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16535,17249,0,FORD,2009,Microbus,1,Diesel,163077,4.0,Manual,Front,04-May,0,2,2.2,1.0
16536,23521,0,NISSAN,2010,Jeep,1,Petrol,121000,6.0,Manual,4x4,04-May,0,6,4.0,0.0
16537,9361,779,VOLKSWAGEN,2013,Sedan,0,Petrol,131000,5.0,Tiptronic,Front,04-May,0,10,2.5,0.0
16538,39750,640,SSANGYONG,2013,Jeep,0,Diesel,94307,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16541,8154,0,NISSAN,2009,Hatchback,1,Petrol,180000,4.0,Manual,Front,04-May,1,4,1.6,0.0
16542,14113,1047,PEUGEOT,2007,Cabriolet,1,Petrol,180000,4.0,Manual,Front,02-Mar,0,6,1.6,0.0
16543,31361,530,MINI,2013,Jeep,0,Petrol,45000,4.0,Tiptronic,Front,02-Mar,0,8,1.6,1.0
16546,23994,640,HYUNDAI,2013,Jeep,0,Diesel,165003,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16548,549,1885,BMW,2010,Jeep,0,Petrol,197200,8.0,Automatic,4x4,04-May,0,12,4.8,0.0
16549,48296,919,AUDI,2012,Jeep,0,Petrol,185600,6.0,Automatic,4x4,04-May,0,12,3.0,1.0
16550,36997,830,TOYOTA,2019,Hatchback,0,Petrol,2598,4.0,Automatic,Front,04-May,0,4,1.5,0.0
16553,14247,836,HYUNDAI,2010,Sedan,0,Petrol,63655,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16554,10036,1832,MERCEDES-BENZ,2005,Goods wagon,1,Diesel,360000,4.0,Manual,Rear,04-May,0,4,2.2,1.0
16555,14113,0,FORD,2007,Jeep,0,Petrol,168000,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
16556,34497,0,TOYOTA,2014,Jeep,1,Petrol,139200,4.0,Tiptronic,4x4,04-May,0,6,2.5,0.0
16557,3136,0,TOYOTA,2006,Sedan,0,Hybrid,215000,4.0,Automatic,Front,04-May,0,6,1.5,0.0
16558,35438,0,CHEVROLET,2010,Coupe,1,Petrol,100000,6.0,Manual,Rear,02-Mar,0,6,3.6,0.0
16559,19287,650,CHEVROLET,2016,Sedan,1,Petrol,17961,4.0,Automatic,Front,04-May,0,8,1.4,1.0
16560,3293,900,KIA,2015,Sedan,0,Petrol,150325,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16561,62722,915,AUDI,2014,Jeep,0,Petrol,92000,6.0,Tiptronic,4x4,04-May,0,12,3.0,1.0
16563,22106,707,HYUNDAI,2011,Coupe,0,Petrol,134000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16564,18817,639,BMW,2014,Sedan,0,Petrol,121003,4.0,Automatic,Rear,04-May,0,0,2.0,0.0
16565,13150,765,CHEVROLET,2015,Sedan,0,LPG,56128,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16566,6586,0,MAZDA,2002,Hatchback,1,Petrol,230000,4.0,Manual,Front,04-May,1,2,1.3,0.0
16568,13172,1528,FORD,2007,Microbus,1,Diesel,250000,4.0,Manual,Rear,04-May,0,0,2.4,0.0
16569,30,0,HONDA,2003,Hatchback,1,Petrol,164000,4.0,Automatic,Front,04-May,1,4,1.3,0.0
16571,3136,0,MERCEDES-BENZ,2002,Coupe,1,Petrol,10000,4.0,Tiptronic,Rear,02-Mar,0,2,0.6,0.0
16572,25089,0,BMW,2007,Jeep,0,Petrol,285000,6.0,Tiptronic,4x4,04-May,0,8,3.0,0.0
16575,314,707,FORD,2011,Sedan,0,Petrol,242211,4.0,Automatic,Front,04-May,0,12,2.0,0.0
16576,14113,769,FORD,2011,Goods wagon,1,Diesel,165852,4.0,Manual,Front,04-May,0,2,2.2,1.0
16577,10976,0,MAZDA,2005,Coupe,0,Petrol,55000,4.0,Manual,Rear,04-May,0,4,1.8,0.0
16578,22000,1091,TOYOTA,2016,Sedan,0,Petrol,142000,4.0,Tiptronic,Front,04-May,0,0,2.5,0.0
16579,6586,0,OPEL,1999,Sedan,1,Petrol,345555,6.0,Manual,Front,04-May,0,4,1.8,0.0
16580,7500,1024,VOLKSWAGEN,2010,Sedan,0,Petrol,104000,4.0,Automatic,Front,04-May,0,8,2.5,0.0
16581,2509,530,FORD,2013,Sedan,0,Petrol,358936,4.0,Automatic,Front,04-May,0,12,1.6,0.0
16583,14740,645,TOYOTA,2011,Sedan,1,Hybrid,112000,4.0,Variator,Front,04-May,0,8,1.8,0.0
16584,862,1399,MERCEDES-BENZ,2010,Sedan,0,Petrol,239224,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
16585,9800,707,FORD,2011,Goods wagon,1,Petrol,161000,4.0,Automatic,Front,04-May,0,5,2.0,0.0
16588,26971,986,FORD,2010,Microbus,1,Diesel,155000,4.0,Manual,Rear,04-May,0,2,2.4,1.0
16589,18817,831,HYUNDAI,2011,Sedan,1,Hybrid,169600,4.0,Automatic,Rear,04-May,0,4,2.4,0.0
16590,53154,930,HYUNDAI,2018,Jeep,0,Diesel,79550,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16592,16935,308,TOYOTA,2014,Hatchback,1,Hybrid,91358,4.0,Variator,Front,04-May,0,12,1.8,0.0
16594,9408,0,MERCEDES-BENZ,2000,Jeep,0,LPG,234603,6.0,Automatic,4x4,04-May,0,4,3.2,0.0
16598,20385,765,JEEP,2015,Jeep,1,Petrol,115000,4.0,Tiptronic,Front,04-May,0,7,2.0,0.0
16599,19444,0,TOYOTA,2012,Hatchback,1,Hybrid,176000,4.0,Automatic,Front,04-May,0,6,1.5,0.0
16601,47957,934,HYUNDAI,2015,Universal,0,Diesel,40593,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16602,21109,833,CHEVROLET,2015,Jeep,0,Diesel,78541,4.0,Automatic,Front,04-May,0,4,2.2,0.0
16603,20432,502,HONDA,2013,Hatchback,0,Petrol,79500,4.0,Automatic,Front,04-May,0,4,1.5,0.0
16605,8467,0,MERCEDES-BENZ,1998,Sedan,1,Diesel,40000,8.0,Manual,Rear,04-May,0,2,2.9,0.0
16606,627,1481,AUDI,2017,Jeep,0,Petrol,49602,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16607,42337,0,BMW,2010,Jeep,0,Diesel,260000,5.0,Tiptronic,4x4,04-May,0,8,3.0,1.0
16608,17876,0,FORD,2011,Microbus,1,Diesel,133700,4.0,Manual,Front,04-May,0,6,2.2,1.0
16609,18189,777,TOYOTA,2014,Sedan,1,Petrol,147000,4.0,Tiptronic,Front,04-May,0,10,2.5,0.0
16610,27755,764,KIA,2016,Sedan,0,Diesel,31965,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16611,10945,1024,HYUNDAI,2010,Minivan,0,Diesel,112219,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16612,16599,836,HYUNDAI,2010,Sedan,0,Petrol,184495,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16613,27259,642,HYUNDAI,2012,Jeep,0,Diesel,117862,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16616,8467,0,TOYOTA,2008,Hatchback,1,Petrol,170000,4.0,Automatic,4x4,04-May,1,6,1.5,0.0
16619,18817,650,CHEVROLET,2016,Sedan,1,Petrol,103000,4.0,Automatic,Front,04-May,0,12,1.4,1.0
16620,4679,966,DAEWOO,2009,Sedan,0,Petrol,74540,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16622,3293,753,KIA,2012,Jeep,0,Petrol,152466,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16623,350,0,BMW,2012,Sedan,0,Petrol,140000,6.0,Tiptronic,Rear,04-May,0,12,3.5,1.0
16624,13799,777,FORD,2014,Sedan,1,Petrol,137374,4.0,Automatic,Front,04-May,0,0,2.5,0.0
16626,27441,1016,KIA,2017,Sedan,0,Petrol,30087,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16628,28225,1172,MERCEDES-BENZ,2011,Jeep,0,Petrol,129000,6.0,Tiptronic,Rear,>5,0,12,3.5,0.0
16629,1803,585,TOYOTA,2013,Hatchback,0,Hybrid,184528,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16630,26861,769,HYUNDAI,2011,Jeep,0,Diesel,188787,4.0,Automatic,Front,04-May,0,4,2.2,0.0
16631,6586,0,MERCEDES-BENZ,2001,Sedan,1,CNG,260000,4.0,Manual,Rear,04-May,1,4,2.0,0.0
16633,13485,0,MERCEDES-BENZ,2004,Sedan,0,Petrol,231200,6.0,Tiptronic,Rear,04-May,0,10,3.2,0.0
16635,90,0,HYUNDAI,2014,Sedan,0,Hybrid,105000,4.0,Tiptronic,Front,04-May,0,16,2.4,0.0
16636,7527,2913,DODGE,2018,Sedan,0,Petrol,91843,8.0,Automatic,Rear,04-May,0,12,5.7,0.0
16638,11604,1998,FORD,2001,Microbus,1,Diesel,1000,4.0,Manual,Rear,02-Mar,0,2,2.4,1.0
16639,49848,1077,HONDA,2019,Sedan,0,Petrol,20700,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16640,17562,0,BMW,2008,Sedan,0,Petrol,211200,8.0,Tiptronic,Rear,04-May,0,0,3.5,0.0
16641,21012,1195,MERCEDES-BENZ,2008,Microbus,1,Diesel,179348,4.0,Manual,Rear,04-May,0,2,2.2,1.0
16643,16621,0,NISSAN,2010,Sedan,0,Diesel,180000,4.0,Manual,Front,04-May,0,5,1.5,1.0
16644,10976,612,HYUNDAI,2010,Sedan,1,Diesel,193000,4.0,Manual,Front,>5,0,8,1.4,1.0
16648,56340,864,JEEP,2012,Jeep,0,Diesel,141173,4.0,Automatic,Front,04-May,0,4,2.8,0.0
16649,41886,694,HYUNDAI,2014,Jeep,0,Diesel,126410,4.0,Automatic,Front,04-May,0,4,2.2,0.0
16652,7527,1586,SSANGYONG,2007,Jeep,0,Diesel,68855,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16653,21796,1249,TOYOTA,2017,Sedan,0,Petrol,46096,4.0,Automatic,Front,04-May,0,8,2.5,0.0
16654,9252,917,BMW,2013,Jeep,0,Diesel,88829,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16655,19757,650,CHEVROLET,2016,Sedan,1,Petrol,58000,4.0,Tiptronic,Front,04-May,0,16,1.4,1.0
16656,54882,0,TOYOTA,2012,Pickup,1,Diesel,163000,4.0,Manual,4x4,04-May,0,8,3.0,0.0
16657,23521,585,TOYOTA,2013,Hatchback,1,Petrol,152000,4.0,Automatic,Front,04-May,0,12,1.8,1.0
16659,9722,0,BMW,2001,Sedan,1,Petrol,167815,6.0,Tiptronic,Rear,04-May,1,4,2.2,0.0
16660,40926,765,SSANGYONG,2015,Jeep,0,Diesel,90344,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16662,45633,1091,HYUNDAI,2016,Universal,0,Diesel,93000,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16663,10976,867,FIAT,2007,Hatchback,1,Diesel,212000,4.0,Automatic,Front,02-Mar,0,6,1.3,1.0
16664,706,1481,AUDI,2017,Jeep,0,Petrol,14701,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
16666,35344,730,SSANGYONG,2016,Jeep,0,Diesel,107328,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16667,20698,0,NISSAN,2011,Jeep,1,Petrol,84000,4.0,Variator,4x4,04-May,0,6,1.6,1.0
16668,24775,753,HONDA,2012,Jeep,1,Petrol,107000,4.0,Automatic,4x4,04-May,0,8,2.4,0.0
16669,15681,0,FORD,2009,Jeep,1,Hybrid,160000,4.0,Variator,4x4,04-May,0,4,2.3,0.0
16670,32311,730,SSANGYONG,2016,Jeep,0,Petrol,115031,4.0,Automatic,Front,04-May,0,4,1.6,0.0
